"Timestamp","Server","PR","Build","DockerVersion","KernelVersion","Result","Error"
"2019-05-30 06:24:58","azure-windows-rs1-9","39259","25366","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","assertion failed: error is not nil: Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-00aa8ddafc\daemon\windowsfilter\fed9fdc0514a8d4336069e370d92381fe5825160e7bf652b09065c75c7bb249a D:\CI\CI-00aa8ddafc\daemon\windowsfilter\fed9fdc0514a8d4336069e370d92381fe5825160e7bf652b09065c75c7bb249a-removing: Access is denied.: failed to remove image sha256:afea8910fe6eb0d969b454dbd135ef416103d8ff8e8b45580c5902ddb72349cb"
"2019-05-30 07:18:06","azure-windows-rs1-4","39259","25367","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","assertion failed: error is not nil: Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-d46caeafd6\daemon\windowsfilter\b77bdccb48efe1b4e280dbb20e27c5e7a16515d76df98cc41e0f4c206acf1449 D:\CI\CI-d46caeafd6\daemon\windowsfilter\b77bdccb48efe1b4e280dbb20e27c5e7a16515d76df98cc41e0f4c206acf1449-removing: Access is denied.: failed to remove image sha256:80fa79f72003b135be22334c0c5da2248b91d0040c068b486675c74905f20af2"
"2019-05-30 07:44:52","azure-windows-rs1-3","39281","25368",,,"FAILURE",
"2019-05-30 07:46:11","azure-windows-rs1-3","39281","25369",,,"FAILURE",
"2019-05-30 07:47:24","azure-windows-rs1-9","39281","25370","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","assertion failed: error is not nil: Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-c7d9599e3d\daemon\windowsfilter\74bff48c40cda480a00b9c95aa7368a0acb7cf2c0acee92ba7d1b7accc275430 D:\CI\CI-c7d9599e3d\daemon\windowsfilter\74bff48c40cda480a00b9c95aa7368a0acb7cf2c0acee92ba7d1b7accc275430-removing: Access is denied.: failed to remove image sha256:2760c445842cfcaf86ce429fe861bdd570e50c0f7545c3f2fd21588a1cd11802"
"2019-05-30 07:55:28","azure-windows-rs1-5","39259","25371","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","assertion failed: error is not nil: Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-e7be60bd76\daemon\windowsfilter\010d60dffd15823b04726b6c4a7cacee2ada6b029b4a818588b918d23f445cbb D:\CI\CI-e7be60bd76\daemon\windowsfilter\010d60dffd15823b04726b6c4a7cacee2ada6b029b4a818588b918d23f445cbb-removing: Access is denied.: failed to remove image sha256:bfa9f85163f796a107abbb3fe93ec940f44a9be42b4df5ab724fd2342ad1134f"
"2019-05-30 08:17:22","azure-windows-rs1-4","39283","25372","master-dockerproject-2019-04-10",,"FAILURE",
"2019-05-30 08:18:21","azure-windows-rs1-3","39283","25373",,,"FAILURE",
"2019-05-30 08:21:59","azure-windows-rs1-5","39283","25374","master-dockerproject-2019-04-10",,"FAILURE",
"2019-05-30 08:23:05","azure-windows-rs1-3","39283","25375","master-dockerproject-2019-04-10",,"FAILURE",
"2019-05-30 08:26:11","azure-windows-rs1-9","39283","25378","master-dockerproject-2019-04-10",,"FAILURE",
"2019-05-30 08:27:39","azure-windows-rs1-4","39283","25380",,,"FAILURE",
"2019-05-30 08:28:47","azure-windows-rs1-5","39283","25382",,,"FAILURE",
"2019-05-30 08:29:58","azure-windows-rs1-4","39283","25383",,,"FAILURE",
"2019-05-30 08:30:56","azure-windows-rs1-5","39283","25384",,,"FAILURE",
"2019-05-30 08:32:13","azure-windows-rs1-9","39283","25385",,,"FAILURE",
"2019-05-30 08:33:15","azure-windows-rs1-3","39283","25386",,,"FAILURE",
"2019-05-30 08:35:00","azure-windows-rs1-4","39283","25387",,,"FAILURE",
"2019-05-30 08:35:56","azure-windows-rs1-3","39283","25388",,,"FAILURE",
"2019-05-30 08:38:50","azure-windows-rs1-9","39259","25389","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","assertion failed: error is not nil: Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-15384a9d95\daemon\windowsfilter\6a19763aa5ea9739ec7780db26ccedf585720a1275980eac99124e021af97370 D:\CI\CI-15384a9d95\daemon\windowsfilter\6a19763aa5ea9739ec7780db26ccedf585720a1275980eac99124e021af97370-removing: Access is denied.: failed to remove image testbuildaddmultiplelocalfilewithcache:latest"
"2019-05-30 08:39:06","azure-windows-rs1-3","39281","25390","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","assertion failed: error is not nil: Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-c7d9599e3d\daemon\windowsfilter\dcf157c16f7aabd876ebcd1a12205d1a72c8a2e7c1ea74f1e2e462f77b2bed21 D:\CI\CI-c7d9599e3d\daemon\windowsfilter\dcf157c16f7aabd876ebcd1a12205d1a72c8a2e7c1ea74f1e2e462f77b2bed21-removing: Access is denied.: failed to remove image sha256:46d5dd6a99ea91d9e5168fbae66738fdc0293fca658216327202a8dd140bd305"
"2019-05-30 08:46:43","azure-windows-rs1-4","39279","25391","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","assertion failed: error is not nil: Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-912de5ca00\daemon\windowsfilter\17779ccd36b33b3adfea660bdc39e67e780675d9b4a2304331645baffc4e2584 D:\CI\CI-912de5ca00\daemon\windowsfilter\17779ccd36b33b3adfea660bdc39e67e780675d9b4a2304331645baffc4e2584-removing: Access is denied.: failed to remove image sha256:bd47868fe5759e5deb0df6d0dba1d9559d938d368f8956366fb1b53b85f5fbbc"
"2019-05-30 14:12:07","azure-windows-rs1-4","39287","25392","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","Stderr:   Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-c44652fbf8\daemon\windowsfilter\db0c3085f45822e56a96044d7ca53f6d569bdec436f208b804961e4f6231a1bf D:\CI\CI-c44652fbf8\daemon\windowsfilter\db0c3085f45822e56a96044d7ca53f6d569bdec436f208b804961e4f6231a1bf-removing: Access is denied."
"2019-05-30 14:50:49","azure-windows-rs1-5","39288","25393","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","assertion failed: error is not nil: Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-2c6113f491\daemon\windowsfilter\ce8ca5c33429f6629a43ea39f9f3998d5a13c89213e88d5591c1d0d6120cb38b D:\CI\CI-2c6113f491\daemon\windowsfilter\ce8ca5c33429f6629a43ea39f9f3998d5a13c89213e88d5591c1d0d6120cb38b-removing: Access is denied.: failed to remove image sha256:5102fb078f2744a2e3497a6fdfbbade5576be775d5581b7b9ee29c6855d052f8"
"2019-05-30 15:31:31","azure-windows-rs1-9","39287","25394","master-dockerproject-2019-04-10","10.0 14393 (14393.2906.amd64fre.rs1_release_inmarket.190401-1809)","FAILURE","Stderr:   Error response from daemon: failed to detach VHD: invalid argument: rename D:\CI\CI-c44652fbf8\daemon\windowsfilter\462c53cc9e90a2f704408a57d8c8cb5bbd460bd681746904d2296aae798e467a D:\CI\CI-c44652fbf8\daemon\windowsfilter\462c53cc9e90a2f704408a57d8c8cb5bbd460bd681746904d2296aae798e467a-removing: Access is denied."
