"Time";"Server";"CI";"Type";"Build";"PR";"Test"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmRotateUnlockKey"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmServiceEnvFile"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmServiceListFilter"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmServiceLsFilterMode"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmServiceNetworkUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmServiceTTY"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmServiceTTYUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmServiceTemplatingHostname"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmServiceWithGroup"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmTaskListFilter"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestSwarmUpdate"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestUnlockEngineAndUnlockedSwarm"
"";"azure-windows-rs5-3";"rs5";"integration-cli";"925";"38432";"TestUpdateSwarmAddExternalCA"
"48.52";"azure-windows-rs5-3";"rs5";"integration";"925";"38432";"Test"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPIDuplicateNetworks"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPINetworkInspectWithScope"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPIServiceUpdatePort"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmCAHash"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmErrorHandling"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmForceNewCluster"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmInit"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmInvalidAddress"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmJoinToken"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmLeaderElection"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmLeaderProxy"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmLeaveOnPendingJoin"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmLeaveRemovesContainer"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmListNodes"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmManagerRestore"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmNodeDrainPause"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmNodeRemove"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmNodeUpdate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmPromoteDemote"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmRaftQuorum"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmRestartCluster"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmRestoreOnPendingJoin"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmScaleNoRollingUpdate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServiceConstraintLabel"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServiceConstraintRole"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicePlacementPrefs"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicesCreate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicesCreateGlobal"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicesEmptyList"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicesFailedUpdate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicesMultipleAgents"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicesUpdate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicesUpdateStartFirst"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmServicesUpdateWithName"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestAPISwarmUnlockNotLocked"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestDNSConfig"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestDNSConfigUpdate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestExtraHosts"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestNetworkInspectWithDuplicateNames"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestOverlayAttachable"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestOverlayAttachableOnSwarmLeave"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestOverlayAttachableReleaseResourcesOnFailure"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestPsListContainersFilterIsTask"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmAlternateLockUnlock"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterEventsConfig"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterEventsNetwork"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterEventsNode"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterEventsScope"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterEventsSecret"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterEventsService"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterEventsSource"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterEventsType"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmClusterRotateUnlockKey"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmContainerAttachByNetworkId"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmContainerAutoStart"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmContainerEndpointOptions"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmCreateServiceWithNoIngressNetwork"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmIncompatibleDaemon"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmIngressNetwork"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmInit"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmInitLocked"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmInitUnspecifiedAdvertiseAddr"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmInitUnspecifiedDataPathAddr"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmInitWithDrain"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmJoinLeave"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmJoinPromoteLocked"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmJoinWithDrain"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmLeaveLocked"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmLockUnlockCluster"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmManagerAddress"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmNetworkCreateDup"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmNetworkCreateIssue27866"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmNetworkIPAMOptions"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmNodeListFilter"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmNodeTaskListFilter"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmPublishAdd"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmPublishDuplicatePorts"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmRepeatedRootRotation"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmRotateUnlockKey"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmServiceEnvFile"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmServiceListFilter"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmServiceLsFilterMode"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmServiceNetworkUpdate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmServiceTTY"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmServiceTTYUpdate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmServiceTemplatingHostname"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmServiceWithGroup"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmTaskListFilter"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestSwarmUpdate"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestUnlockEngineAndUnlockedSwarm"
"";"azure-windows-rs5-1";"rs5";"integration-cli";"927";"38432";"TestUpdateSwarmAddExternalCA"
"48.37";"azure-windows-rs5-1";"rs5";"integration";"927";"38432";"Test"
"2412.53";"azure-windows-rs5-1";"rs5";"integration";"921";"38465";"Test"
"0.00";"azure-windows-rs5-2";"rs5";"integration";"926";"38467";"TestInfoInvalidResponseJSONError"
"0.43";"s390x-ubuntu-31";"z";"integration";"12716";"38050";"TestLoginFailsWithBadCredentials"
"2.43";"s390x-ubuntu-31";"z";"integration";"12717";"38050";"TestServiceUpdateSecrets"
"2.71";"s390x-ubuntu-31";"z";"integration";"12717";"38050";"TestServiceUpdateConfigs"
"2.87";"s390x-ubuntu-27";"z";"integration";"12707";"38380";"TestServiceUpdateSecrets"
"2.89";"s390x-ubuntu-27";"z";"integration";"12707";"38380";"TestServiceUpdateConfigs"
"2.83";"s390x-ubuntu-30";"z";"integration";"12704";"38480";"TestServiceUpdateSecrets"
"2.87";"s390x-ubuntu-30";"z";"integration";"12704";"38480";"TestServiceUpdateConfigs"
"0.04";"s390x-ubuntu-27";"z";"integration";"12698";"38487";"TestBuildWithEmptyDockerfile"
"0.02";"s390x-ubuntu-32";"z";"integration";"12699";"38487";"TestBuildWithEmptyDockerfile"
"2.85";"s390x-ubuntu-30";"z";"integration";"12695";"38496";"TestServiceUpdateConfigs"
"2.81";"s390x-ubuntu-31";"z";"integration";"12711";"38500";"TestServiceUpdateConfigs"
"2.51";"s390x-ubuntu-30";"z";"integration";"12714";"38500";"TestServiceUpdateSecrets"
"2.93";"s390x-ubuntu-30";"z";"integration";"12714";"38500";"TestServiceUpdateConfigs"
"";"s390x-ubuntu-27";"z";"integration-cli";"12598";"38401";"TestSwarmContainerEndpointOptions"
"5837.81";"s390x-ubuntu-27";"z";"integration";"12598";"38401";"Test"
"2.88";"s390x-ubuntu-30";"z";"integration";"12602";"38401";"TestServiceUpdateConfigs"
"2.72";"s390x-ubuntu-30";"z";"integration";"12597";"38405";"TestServiceUpdateSecrets"
"2.78";"s390x-ubuntu-30";"z";"integration";"12597";"38405";"TestServiceUpdateConfigs"
"0.00";"s390x-ubuntu-28";"z";"integration";"12604";"38467";"TestFromStatusCode"
"0.00";"s390x-ubuntu-29";"z";"integration";"12605";"38467";"TestInfoInvalidResponseJSONError"
"2.86";"s390x-ubuntu-31";"z";"integration";"12606";"38467";"TestServiceUpdateSecrets"
"";"s390x-ubuntu-31";"z";"integration-cli";"12596";"38468";"TestAPISwarmLeaderElection"
"";"s390x-ubuntu-31";"z";"integration-cli";"12596";"38468";"TestSwarmContainerEndpointOptions"
"5857.35";"s390x-ubuntu-31";"z";"integration";"12596";"38468";"Test"
"2.90";"s390x-ubuntu-32";"z";"integration";"12645";"38472";"TestServiceUpdateConfigs"
"";"s390x-ubuntu-32";"z";"integration-cli";"12656";"38472";"TestSwarmContainerEndpointOptions"
"5906.77";"s390x-ubuntu-32";"z";"integration";"12656";"38472";"Test"
"2.81";"s390x-ubuntu-27";"z";"integration";"12648";"38473";"TestServiceUpdateSecrets"
"2.93";"s390x-ubuntu-29";"z";"integration";"12653";"38473";"TestServiceUpdateConfigs"
"2.87";"s390x-ubuntu-28";"z";"integration";"12658";"38473";"TestServiceUpdateConfigs"
"2.76";"s390x-ubuntu-29";"z";"integration";"12643";"38476";"TestServiceUpdateSecrets"
"2.95";"s390x-ubuntu-29";"z";"integration";"12643";"38476";"TestServiceUpdateConfigs"
"2.90";"s390x-ubuntu-28";"z";"integration";"12651";"38480";"TestServiceUpdateSecrets"
"2.86";"s390x-ubuntu-32";"z";"integration";"12650";"38481";"TestServiceUpdateConfigs"
"2.85";"s390x-ubuntu-30";"z";"integration";"12677";"38050";"TestServiceUpdateConfigs"
"33.34";"s390x-ubuntu-30";"z";"integration";"12678";"38050";"TestCreateServiceSecretFileMode"
"2.77";"s390x-ubuntu-30";"z";"integration";"12678";"38050";"TestServiceUpdateSecrets"
"2.81";"s390x-ubuntu-30";"z";"integration";"12678";"38050";"TestServiceUpdateConfigs"
"0.02";"s390x-ubuntu-31";"z";"integration";"12687";"38465";"TestParseMountRaw"
"32.49";"s390x-ubuntu-28";"z";"integration";"12684";"38474";"TestServiceUpdateLabel"
"32.08";"s390x-ubuntu-28";"z";"integration";"12684";"38474";"TestServiceUpdateConfigs"
"2.44";"s390x-ubuntu-31";"z";"integration";"12686";"38474";"TestServiceUpdateSecrets"
"2.87";"s390x-ubuntu-29";"z";"integration";"12692";"38480";"TestServiceUpdateSecrets"
"2.96";"s390x-ubuntu-29";"z";"integration";"12692";"38480";"TestServiceUpdateConfigs"
"2.94";"s390x-ubuntu-28";"z";"integration";"12671";"38481";"TestServiceUpdateSecrets"
"2.86";"s390x-ubuntu-28";"z";"integration";"12671";"38481";"TestServiceUpdateConfigs"
"";"s390x-ubuntu-27";"z";"integration-cli";"12682";"38482";"TestAPISwarmServicesMultipleAgents"
"5710.97";"s390x-ubuntu-27";"z";"integration";"12682";"38482";"Test"
"32.37";"s390x-ubuntu-32";"z";"integration";"12683";"38486";"TestServiceUpdateSecrets"
"2.96";"s390x-ubuntu-32";"z";"integration";"12683";"38486";"TestServiceUpdateConfigs"
"2.91";"s390x-ubuntu-28";"z";"integration";"12689";"38486";"TestServiceUpdateSecrets"
"2.82";"s390x-ubuntu-28";"z";"integration";"12689";"38486";"TestServiceUpdateConfigs"
"2.36";"s390x-ubuntu-28";"z";"integration";"12693";"38486";"TestServiceUpdateConfigs"
"0.26";"s390x-ubuntu-27";"z";"integration";"12662";"38487";"TestBuildWithEmptyDockerfile"
"0.12";"s390x-ubuntu-27";"z";"integration";"12662";"38487";"TestBuildWithCommentDockerfile"
"0.28";"s390x-ubuntu-28";"z";"integration";"12666";"38487";"TestBuildWithEmptyDockerfile"
"2.81";"s390x-ubuntu-32";"z";"integration";"12680";"38493";"TestServiceUpdateConfigs"
"2.90";"s390x-ubuntu-28";"z";"integration";"12681";"38493";"TestServiceUpdateSecrets"
"2.90";"s390x-ubuntu-28";"z";"integration";"12681";"38493";"TestServiceUpdateConfigs"
"3.65";"s390x-ubuntu-29";"z";"integration";"12688";"38493";"TestServiceUpdateSecrets"
"3.71";"s390x-ubuntu-29";"z";"integration";"12688";"38493";"TestServiceUpdateConfigs"
"2.74";"s390x-ubuntu-32";"z";"integration";"12691";"38496";"TestServiceUpdateSecrets"
"2.79";"s390x-ubuntu-32";"z";"integration";"12691";"38496";"TestServiceUpdateConfigs"
"2.39";"s390x-ubuntu-27";"z";"integration";"12642";"36720";"TestServiceUpdateSecrets"
"0.01";"s390x-ubuntu-27";"z";"integration";"12608";"38449";"TestCreateWithInvalidEnv"
"2.35";"s390x-ubuntu-30";"z";"integration";"12618";"38449";"TestServiceUpdateConfigs"
"2.83";"s390x-ubuntu-28";"z";"integration";"12610";"38452";"TestRenameAnonymousContainer"
"2.39";"s390x-ubuntu-28";"z";"integration";"12615";"38452";"TestServiceUpdateConfigs"
"2.92";"s390x-ubuntu-27";"z";"integration";"12617";"38452";"TestServiceUpdateSecrets"
"2.83";"s390x-ubuntu-27";"z";"integration";"12617";"38452";"TestServiceUpdateConfigs"
"2.84";"s390x-ubuntu-31";"z";"integration";"12616";"38467";"TestServiceUpdateSecrets"
"2.34";"s390x-ubuntu-29";"z";"integration";"12621";"38467";"TestServiceUpdateSecrets"
"2.89";"s390x-ubuntu-29";"z";"integration";"12621";"38467";"TestServiceUpdateConfigs"
"";"s390x-ubuntu-31";"z";"integration-cli";"12619";"38472";"TestSwarmClusterRotateUnlockKey"
"5884.75";"s390x-ubuntu-31";"z";"integration";"12619";"38472";"Test"
"2.41";"s390x-ubuntu-27";"z";"integration";"12627";"38472";"TestServiceUpdateConfigs"
"2.73";"s390x-ubuntu-31";"z";"integration";"12628";"38472";"TestServiceUpdateSecrets"
"2.93";"s390x-ubuntu-28";"z";"integration";"12635";"38472";"TestServiceUpdateConfigs"
"2.79";"s390x-ubuntu-32";"z";"integration";"12640";"38472";"TestServiceUpdateSecrets"
"32.46";"s390x-ubuntu-27";"z";"integration";"12625";"38474";"TestServiceUpdateLabel"
"2.87";"s390x-ubuntu-27";"z";"integration";"12718";"38497";"TestServiceUpdateSecrets"
"2.89";"s390x-ubuntu-27";"z";"integration";"12718";"38497";"TestServiceUpdateConfigs"
"32.76";"s390x-ubuntu-31";"z";"integration";"12720";"38500";"TestCreateServiceSecretFileMode"
"2.92";"s390x-ubuntu-31";"z";"integration";"12720";"38500";"TestServiceUpdateSecrets"
"2.86";"s390x-ubuntu-31";"z";"integration";"12720";"38500";"TestServiceUpdateConfigs"
"2.88";"s390x-ubuntu-31";"z";"integration";"12724";"38500";"TestServiceUpdateConfigs"
"2.94";"s390x-ubuntu-32";"z";"integration";"12727";"38500";"TestServiceUpdateConfigs"
"2.85";"s390x-ubuntu-28";"z";"integration";"12726";"38503";"TestServiceUpdateConfigs"
"0.01";"s390x-ubuntu-29";"z";"integration";"12592";"38432";"TestConfigList"
"0.01";"s390x-ubuntu-29";"z";"integration";"12592";"38432";"TestConfigsCreateAndDelete"
"0.00";"s390x-ubuntu-29";"z";"integration";"12592";"38432";"TestConfigsUpdate"
"0.00";"s390x-ubuntu-29";"z";"integration";"12592";"38432";"TestTemplatedConfig"
"0.01";"s390x-ubuntu-29";"z";"integration";"12592";"38432";"TestConfigInspect"
"0.01";"s390x-ubuntu-29";"z";"integration";"12592";"38432";"TestConfigCreateWithLabels"
"0.01";"s390x-ubuntu-29";"z";"integration";"12592";"38432";"TestConfigCreateResolve"
"3.03";"s390x-ubuntu-31";"z";"integration";"12572";"38452";"TestCheckpoint"
"4.30";"s390x-ubuntu-31";"z";"integration";"12572";"38452";"TestRenameAnonymousContainer"
"";"s390x-ubuntu-29";"z";"integration-cli";"12564";"38459";"TestConcurrentPush"
"";"s390x-ubuntu-29";"z";"integration-cli";"12564";"38459";"TestAPISwarmLeaderElection"
"5990.86";"s390x-ubuntu-29";"z";"integration";"12564";"38459";"Test"
"0.00";"s390x-ubuntu-29";"z";"integration";"12589";"38465";"TestValidateMount"
"2.08";"ubuntu-1604-overlay2-stable";"janky";"integration";"52427";"38050";"TestServiceUpdateSecrets"
"2.14";"ubuntu-1604-overlay2-stable";"janky";"integration";"52417";"38380";"TestServiceUpdateSecrets"
"2.14";"ubuntu-1604-overlay2-stable";"janky";"integration";"52409";"38487";"TestServiceUpdateConfigs"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52411";"38487";"TestSwarmClusterRotateUnlockKey"
"5487.79";"ubuntu-1604-overlay2-stable";"janky";"integration";"52411";"38487";"Test"
"2.09";"ubuntu-1604-overlay2-stable";"janky";"integration";"52406";"38496";"TestServiceUpdateSecrets"
"0.00";"ubuntu-1604-overlay2-stable";"janky";"integration";"52340";"38467";"TestFromStatusCode"
"0.00";"ubuntu-1604-overlay2-stable";"janky";"integration";"52341";"38467";"TestInfoInvalidResponseJSONError"
"12.40";"ubuntu-1604-overlay2-stable";"janky";"integration";"52336";"38468";"TestCreateServiceConfigFileMode"
"2.17";"ubuntu-1604-overlay2-stable";"janky";"integration";"52336";"38468";"TestServiceUpdateSecrets"
"2.13";"ubuntu-1604-overlay2-stable";"janky";"integration";"52376";"38452";"TestServiceUpdateSecrets"
"2.24";"ubuntu-1604-overlay2-stable";"janky";"integration";"52367";"38476";"TestServiceUpdateSecrets"
"2.10";"ubuntu-1604-overlay2-stable";"janky";"integration";"52371";"38480";"TestServiceUpdateSecrets"
"2.22";"ubuntu-1604-overlay2-stable";"janky";"integration";"52372";"38481";"TestServiceUpdateConfigs"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52377";"38482";"TestAPISwarmLeaderElection"
"5590.51";"ubuntu-1604-overlay2-stable";"janky";"integration";"52377";"38482";"Test"
"2.08";"ubuntu-1604-overlay2-stable";"janky";"integration";"52401";"38474";"TestServiceUpdateConfigs"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52390";"38480";"TestPullFromCentralRegistryImplicitRefParts"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52390";"38480";"TestPullNonExistingImage"
"5687.02";"ubuntu-1604-overlay2-stable";"janky";"integration";"52390";"38480";"Test"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52389";"38481";"TestDaemonShutdownWithPlugins"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52389";"38481";"TestSwarmClusterRotateUnlockKey"
"5549.50";"ubuntu-1604-overlay2-stable";"janky";"integration";"52389";"38481";"Test"
"2.09";"ubuntu-1604-overlay2-stable";"janky";"integration";"52397";"38482";"TestServiceUpdateConfigs"
"2.06";"ubuntu-1604-overlay2-stable";"janky";"integration";"52386";"38487";"TestServiceUpdateSecrets"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52385";"38489";"TestSwarmLockUnlockCluster"
"5550.29";"ubuntu-1604-overlay2-stable";"janky";"integration";"52385";"38489";"Test"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52388";"38490";"TestSwarmClusterRotateUnlockKey"
"5601.82";"ubuntu-1604-overlay2-stable";"janky";"integration";"52388";"38490";"Test"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52393";"38490";"TestAPISwarmLeaderElection"
"5551.28";"ubuntu-1604-overlay2-stable";"janky";"integration";"52393";"38490";"Test"
"2.19";"ubuntu-1604-overlay2-stable";"janky";"integration";"52398";"38490";"TestServiceUpdateConfigs"
"2.17";"ubuntu-1604-overlay2-stable";"janky";"integration";"52403";"38490";"TestServiceUpdateConfigs"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52405";"38490";"TestSwarmClusterRotateUnlockKey"
"5540.33";"ubuntu-1604-overlay2-stable";"janky";"integration";"52405";"38490";"Test"
"2.14";"ubuntu-1604-overlay2-stable";"janky";"integration";"52404";"38496";"TestServiceUpdateSecrets"
"0.02";"ubuntu-1604-overlay2-stable";"janky";"integration";"52343";"38449";"TestCreateWithInvalidEnv"
"1.80";"ubuntu-1604-overlay2-stable";"janky";"integration";"52345";"38452";"TestRenameAnonymousContainer"
"2.13";"ubuntu-1604-overlay2-stable";"janky";"integration";"52358";"38473";"TestServiceUpdateConfigs"
"31.93";"ubuntu-1604-overlay2-stable";"janky";"integration";"52357";"38474";"TestServiceUpdateLabel"
"2.06";"ubuntu-1604-overlay2-stable";"janky";"integration";"52362";"38475";"TestServiceUpdateSecrets"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52314";"38392";"TestAPISwarmLeaderElection"
"5566.75";"ubuntu-1604-overlay2-stable";"janky";"integration";"52314";"38392";"Test"
"";"ubuntu-1604-overlay2-stable";"janky";"integration-cli";"52315";"38392";"TestAPISwarmLeaderElection"
"5551.67";"ubuntu-1604-overlay2-stable";"janky";"integration";"52315";"38392";"Test"
"1.77";"ubuntu-1604-overlay2-stable";"janky";"integration";"52318";"38452";"TestRenameAnonymousContainer"
"31.88";"ubuntu-1604-aufs-stable";"experimental";"integration";"43595";"38050";"TestServiceUpdateSecrets"
"2.04";"ubuntu-1604-aufs-stable";"experimental";"integration";"43595";"38050";"TestServiceUpdateConfigs"
"2.13";"ubuntu-1604-aufs-stable";"experimental";"integration";"43596";"38050";"TestServiceUpdateSecrets"
"2.05";"ubuntu-1604-aufs-stable";"experimental";"integration";"43586";"38380";"TestServiceUpdateSecrets"
"";"ubuntu-1604-aufs-stable";"experimental";"integration-cli";"43587";"38380";"TestSwarmClusterRotateUnlockKey"
"5596.75";"ubuntu-1604-aufs-stable";"experimental";"integration";"43587";"38380";"Test"
"2.08";"ubuntu-1604-aufs-stable";"experimental";"integration";"43579";"38487";"TestServiceUpdateConfigs"
"2.08";"ubuntu-1604-aufs-stable";"experimental";"integration";"43580";"38487";"TestServiceUpdateSecrets"
"";"ubuntu-1604-aufs-stable";"experimental";"integration-cli";"43576";"38496";"TestPullAllTagsFromCentralRegistry"
"5632.94";"ubuntu-1604-aufs-stable";"experimental";"integration";"43576";"38496";"Test"
"32.39";"ubuntu-1604-aufs-stable";"experimental";"integration";"43582";"38497";"TestCreateServiceSecretFileMode"
"2.04";"ubuntu-1604-aufs-stable";"experimental";"integration";"43590";"38500";"TestServiceUpdateSecrets"
"";"ubuntu-1604-aufs-stable";"experimental";"integration-cli";"43594";"38500";"TestAPISwarmLeaderElection"
"5640.45";"ubuntu-1604-aufs-stable";"experimental";"integration";"43594";"38500";"Test"
"2.05";"ubuntu-1604-aufs-stable";"experimental";"integration";"43491";"38401";"TestServiceUpdateSecrets"
"2.13";"ubuntu-1604-aufs-stable";"experimental";"integration";"43494";"38443";"TestServiceUpdateSecrets"
"2.19";"ubuntu-1604-aufs-stable";"experimental";"integration";"43495";"38467";"TestServiceUpdateSecrets"
"2.04";"ubuntu-1604-aufs-stable";"experimental";"integration";"43495";"38467";"TestServiceUpdateConfigs"
